id|cat_name|cat_id|fb_id|name|latitude|longitude
252328351448781|Organization|198503866828628|252328351448781|Siquijor Mountainbike Adventure|9.2175921341689|123.51933002472
978156792255913|Tours &amp; Sightseeing|124861974254366|978156792255913|Boombike's Motorbikes Rental|9.21457|123.51665
243743115722790|Local Business|2500|243743115722790|Bruce Beach Resort|9.1726707341235|123.47572979529
1054563764563482|Screen Printing &amp; Embroidery|139197659476308|1054563764563482|Isladelfuego Siquijor|9.24985|123.5927
1565140633737877|Transportation|2526|1565140633737877|Siquijor BRaaap Rent A Bike and tours|9.21315|123.51552
1396462914006412|Shopping &amp; Retail|200600219953504|1396462914006412|Zeeshop|9.21315|123.51552
697041860345556|Hotel|164243073639257|697041860345556|Rest & Relax GuestHouse|9.21315|123.5155182
818259091597483|DJ|166419966738430|818259091597483|JJ Graphic Design|9.21315|123.51552
933650016659808|Local Business|2500|933650016659808|Bernadette online shopping|9.21315|123.51552
271725906350201|Transportation|2526|271725906350201|Nathandrei Express|9.21556|123.514
974530065972938|Tours &amp; Sightseeing|124861974254366|974530065972938|Fkb travel agency|9.21315|123.51552
188712021486569|Internet Cafe|201035296584114|188712021486569|JS Internet Cafe|9.21457|123.51665
313174065452529|Restaurant|273819889375819|313174065452529|Paraiso Tiki Bar & Resto|9.1622299|123.52634
1525001667791779|Organization|198503866828628|1525001667791779|San Juan PS Sppo|9.21457|123.5166473
373185772891413|Tour Guide|175657495818161|373185772891413|Siquijor Tour Guide|9.21315|123.51552
1482535685406654|Jewelry Store|188031587886173|1482535685406654|Jewels  for Less|9.21457|123.5166473
372277196304617|Tourist Information|124947834245370|372277196304617|Love a country, Love PH|9.21315|123.51552
168900283463575|Restaurant|273819889375819|168900283463575|Cielo Mar Resort|9.2254712264354|123.53336334229
238384926337749|Resort|187686707929197|238384926337749|La Villa Alta|9.24528|123.594
313300148804634|Internet Cafe|201035296584114|313300148804634|Sym's Foodhaus & Internet Cafe|9.2105810866667|123.51401499333
191642877844549|Health/Beauty|2214|191642877844549|Dr alvin beauty reseller|9.2155587914864|123.51400852203
101267076891925|Corporate Lawyer|162479300468980|101267076891925|Imbong & Ortiz-Imbong|9.21315|123.51552
121582408034915|Residence|192049437499122|121582408034915|Duran Banana Product|9.1156|123.57331
376983112496939|Men&#039;s Clothing Store|170241263022353|376983112496939|Countryhomes Shop|9.236|123.56891
348129435384521|Local Business|2500|348129435384521|Mag's apparel|9.20441|123.51408
269429596515610|Professional Services|176831012360626|269429596515610|KCC Films|9.21556|123.514
181388648732961|Health/Beauty|2214|181388648732961|Siquijor Dream, Cold Pressed Extra Virgin Coconut OIl|9.21556|123.514
210124522516454|Women&#039;s Clothing Store|128753240528981|210124522516454|MYLES Closet|9.21556|123.514
1428063910768698|Women&#039;s Clothing Store|128753240528981|1428063910768698|Closet_Couture|9.21556|123.514
1399100840354291|Ticket Sales|166975666684060|1399100840354291|BREANNA SKY Travel Agency|9.21556|123.514
663629507003792|Women&#039;s Clothing Store|128753240528981|663629507003792|Chupzhoppe|9.21556|123.514
134531870057696|Shopping &amp; Retail|200600219953504|134531870057696|Tees store|9.21556|123.514
128338627370034|Transportation Service|152367304818850|128338627370034|Navarro's Car Renting|9.21556|123.514
290707894422168|Sportswear|181069735261656|290707894422168|SneaKer Collector The best KICKS|9.21556|123.514
314318472080172|Shopping &amp; Retail|200600219953504|314318472080172|Mels ukay2x|9.21556|123.514
323140854546742|Health Food Store|198722103478014|323140854546742|REH  King's Herbal Food Supplement - Bais|9.21556|123.514
350265051801723|Shopping &amp; Retail|200600219953504|350265051801723|Kimjehl online shop|9.21556|123.514
