id|cat_name|cat_id|fb_id|name|latitude|longitude
274286242773145|Tourist Attraction|186825111351005|274286242773145|Salagdoong Beach|9.2486222|123.5912
422976051238844|Environmental Conservation|191523214199822|422976051238844|Balite Campalanas Lazi|9.17152064|123.47652261
785702834858758|Airport|128966563840349|785702834858758|Siquijor Airport|9.21420322319|123.472251892
1465523586997637|Government Organization|161422927240513|1465523586997637|DOLE Siquijor Field Office|9.1974202484863|123.59475251573
111536742376946|Park|115090141929327|111536742376946|Lugnason Falls|9.1484825041993|123.5362673951
661765640543334|Local Business|2500|661765640543334|Dumalaay Boulevard|9.2469683848408|123.59125672851
116171238593257|Island|244600688971270|116171238593257|Lugnason Falls|9.14191449|123.51184091
878372392283192|Convenience Store|200253979990258|878372392283192|Sym's Stop Shop|9.21247171|123.51473481
1507408552855377|Government Organization|161422927240513|1507408552855377|Dar Siquijor|9.2064486|123.4865658
1504962893136555|Chicken Restaurant|110113695730808|1504962893136555|Rastaman Grill|9.1563807|123.4951819
496151843737558|Beach|199165013440146|496151843737558|Coco Grove Beach & Dive Resort|9.1437768310443|123.50890756818
265643473595774|Government Organization|161422927240513|265643473595774|LGU Larena|9.2481675519606|123.59129446775
1499617360294792|Government Organization|161422927240513|1499617360294792|Siquijor PPO PNP, PRO7|9.21556|123.514
290172257750691|Fast Food Restaurant|192803624072087|290172257750691|JO's Chicken Ranch, Larena Sequijor|9.248801585|123.59088917
783837398295778|Bar &amp; Grill|233804719972590|783837398295778|Larena Downtown|9.24856667|123.59188787
590686291064234|Bar|110290705711626|590686291064234|Dagsa Bar|9.1579805|123.4939996
771303019580130|Gym|184405378265823|771303019580130|Ssc Multipurpose Building|9.2488867|123.5899578
186918038307751|Bar &amp; Grill|233804719972590|186918038307751|Stop and Chill Grillbar|9.21305|123.49901
445104758914846|Fairground|162648480454674|445104758914846|Helen Barangay Hall|9.2496933|123.5950742
1651713445046579|Community Organization|152880021441864|1651713445046579|Island of Fire|9.21315|123.51552
413463398716098|Local Business|2500|413463398716098|Lazi, Siquijor Island|9.1498101833333|123.50105476667
1462492224044992|Restaurant|273819889375819|1462492224044992|Belles Bar and Restaurant|9.1498620353393|123.50060887635
166426353496208|Restaurant|273819889375819|166426353496208|Erik The Viking's @ San Juan Siquijor|9.1572638769698|123.49382994676
839741239398903|Hotel|164243073639257|839741239398903|Cliff Side Beach Resort and Cottages - Siquijor|9.24891514|123.59353447
733958340038486|Health/Beauty|2214|733958340038486|Dr. Alvin Products Cebu|9.23988|123.57294
809330279094468|Environmental Conservation|191523214199822|809330279094468|Denr-Penro Siquijor, Port Area, Larena, Siquijor|9.2497528484021|123.59262540039
486860631362844|Hostel|150438461681329|486860631362844|Casa Miranda Siquijor|9.16617|123.484107
191085764275593|Local Business|2500|191085764275593|@bonapelo salon larena|9.2474362916943|123.59086223415
389246951179890|Shopping &amp; Retail|200600219953504|389246951179890|Zianna's Gadget and Repair Shop|9.1592771592694|123.4924274683
677680568910700|Hotel|164243073639257|677680568910700|Dj - 3 Southtown Room and Board|9.2468516691784|123.59115111042
416672738424315|Prison &amp; Correctional Facility|270971946329420|416672738424315|Siquijor District Jail|9.2035571589437|123.48457445113
351283188333363|Public Square|110207655727714|351283188333363|Balogo Beach Resort|9.1091519530509|123.57265803332
512852972104664|Beach|199165013440146|512852972104664|Sunset View San Juan Siquijor|9.1524030407976|123.49793513317
727837423978845|Bakery|187827497907070|727837423978845|"Sweetest Revenge by: Bhudz Blue ""budayday"""|9.2225304|123.5391235
190667044627409|Business Services|187133811318958|190667044627409|APEX BEE|9.2481|123.59224
163451463790284|Travel &amp; Transportation|128232937246338|163451463790284|Sequijor Domestic Airport|9.214128|123.472619
